Name,Phone,Website,Area,Address,City,Pincode,India,Image,Category,About
Bsg Education                  ,N/A,N/A,Patel Nagar,"1/1, 3rd Floor, East Patel Nagar, Above Dominoz",Delhi,110008,India,,"All Subjects, Mathematics","
	BSG Education is an ISO certified company, run by a group of experienced professionals, who understand education from grass root level. The aim of the organisation is to give a Midas touch in education leading to overall development of child in this highly competitive environment. Our professionals understand how to deliver study & practice how to teach best. We deliver quality education using innovative instructional strategies and practices to enable to create a Midas touch in education. We impart education through play back techniques, activities, teach them topics which will make them Visionaries, Intellect and Develop them overall in way that they are ready to face challenges in this highly competitive environment."
Mixed Martial Arts And Fitness Zone                  ,N/A,N/A,Vikas Puri,"Gupta Plaza, First Floor, M1 Block Opposite Kerala School, Vikaspuri, Delhi",Delhi,110018,India,,"Judo, Karate, Martial Arts","
	Mixed Martial Arts And Fitness Zone offers training programs in various forms of Martial arts such as judo, jujutsu, karate, kickboxing, mixed martial arts etc. All our trainers are Black belt holders and have several years of training experience at a professional level. We always strive to bring out the best in our students. The way our trainers manage our players is disciplined but yet friendly and approachable."
Mindmine Academy                  ,N/A,N/A,Dwarka,"H-973, Ground Floor, Palam Extension, Dwarka, Delhi",Delhi,110075,India,,Personality Development,"
	Mindmine Academy was founded by a team of highly qualified professionals. We are dedicated towards promoting and providing professional counseling and mentoring as a solution to all kinds of parenting, behavioral, inter-personal, psychological problems and challenges. The ultimate aim of our training strategy is to make the most of our student’s limited time and resources."
Animation Workshop                  ,N/A,N/A,New Friends Colony,"A-298, New Friends Colony, Delhi",Delhi,110014,India,,"Personality Development, Robotics, Speech & Drama","
	Animation Workshop is a unique training institute which ignites the imagination of children and bring our their creativity through our well designed and unique animation training sessions. We assist students to express their hidden imagination and creativity in a better way. All our training sessions are conducted in the most structured and detailed fashion. In order to make Animation training a simple and fun process, we have developed our own Cut Out Stop Motion Animation program."
Kumon India Education                  ,N/A,N/A,Vasant Vihar,"Support Office, D-9, 1st Floor, D Block Market, Poorvi Marg, Vasant Vihar, New Delhi",Delhi,110057,India,,"Communicative English, Language, Mental Maths, Personality Development","
	Kumon India Education offers a wide range of Academic Enrichment sessions for children within the age group of 2 to 18 years. We have designed all our courses in a manner which help students in becoming independent learners. Our curriculum is customized base on the requirements of the students so that they find it easier to comprehend any new subject or topic. Our programs are not only focused on developing the academic abilities of the children but also focuses on helping them excel in their life skills."
Roshan Dance Studio                  ,N/A,N/A,Bhajanpura,"2nd Floor, Red Light, Bhajanpura, Delhi",Delhi,110053,India,,"Karate, Martial Arts","
	Roshan Dance Studio is a well reputed institute offering training in Karate and various forms of Martial Arts. Our classes are designed in the most customized manner and can be taken up by students of all age groups. Our trainers are most experienced and dedicated towards offering the best training service. We guide our students mastering in the skills which are the most vital aspects for excelling in several Martial Arts."
Tiny Trumps                  ,N/A,N/A,South Delhi,"C-73, Shivalik, Delhi",Delhi,110017,India,,"Martial Arts, Swimming","
	Tiny Trumps offers classes in Martial Arts, Swimming and Taekwondo. We train our students with the aid of the latest coaching techniques which helps the students in the best possible manner. Our academy is equipped with all the facilities necessary for players to develop and excel in their performance."
Self Defence Services                  ,N/A,N/A,Hauz Khas,"A - 4, Hauz Khas, Delhi",Delhi,110016,India,,Martial Arts,"

		Intensive sessions.

		Committed to quality training.

		High standard of training.

		Range of programs.
"
Indo Martial Arts                  ,N/A,N/A,Mahipal Pur,"Mahipalpur, Delhi",Delhi,110037,India,,"Karate, Martial Arts","
	Indo Martial Arts offers intensive training sessions in Martial art and Karate. We mainly offer group learning session. Along with this we also conduct private learning session on special requirement. We offer practical self-defense training programs in a non-aggressive, non-resistive and non-competitive."
Extreme Martial Arts                  ,N/A,N/A,Green Park,"Green Park, Delhi",Delhi,110016,India,,Martial Arts,"
	Extreme Martial Arts has been offering a wide range of programs in various forms of Martial Art over the past one decade. Our classes can be taken up by students of all age groups. Our classes focus on the application of techniques against potential threats and violence. We offer a tailored programs and plan for each and individual student based on their requirements."
Genius Brain Kids                  ,N/A,N/A,Vikas Puri,"J-4, Vikaspuri, Delhi",Delhi,110018,India,,"Karate, Martial Arts","

		Intensive guidance.

		Best guidance.

		Fun and interactive sessions.

		Professional guidance.
"
Seido Karate                  ,N/A,N/A,Adarsh Nagar,"Adarsh Nagar, Delhi",Delhi,110048,India,,Karate,"
	Seido Karate conducts comprehensive classes in various Martial art forms and also Karate. Our classes are intensively designed in order to meet the varying needs of the students. All our instructors are highly trained and professional. Our excellent team of faculties are responsible and intensive guide individual students."
Risers Club                  ,N/A,N/A,Tagore Garden,"Fc / 97, Tagore Garden, Delhi",Delhi,110027,India,,Skating,"
	Risers Club offers Skating classes specially designed for children. We conduct sessions that are most intensively designed based on the unique requirements of students. Our trainers are dedicated and committed towards imparting the best quality training service. The students can learn in an atmosphere which is relaxed and respectful."
Surjeet Singh Badminton Academy                  ,N/A,N/A,Pitampura,"Dda Sports Complex Pitampura Maurya Enclave Near T V Tower, Pitampura, Delhi",Delhi,110088,India,,Badminton,"

		Individualized attention.

		Best guidance.

		Fun and interactive sessions.

		Pleasant learning environment.
"
Simna Martial Arts Organization                  ,N/A,N/A,Janak Puri,"C 4 E, Janakpuri, Delhi",Delhi,110058,India,,Martial Arts,"
	Simna Martial Arts Organization offers training in Martial Arts classes, Karate, Kickboxing, Kung Fu and Self defense. The training sessions are conducted for all age groups. The students are trained through the intensive guidance of our trained and professional faculty members. Our classes are comprehensively designed in a manner where we training our students from the very basic level till the advanced levels in a gradual manner."
Ultimate Fitness Combat Academy                  ,N/A,N/A,Dwarka,"Plot No-135 2nd Flore Main Kakrola Road, Housing Complex Near Relaince Fresh Piller No-789, Dwarka, Delhi",Delhi,110078,India,,"Boxing, Gym, Judo, Karate, Kung Fu, Martial Arts","
	Ultimate Fitness Combat Academy was established with the sole purpose of offering training sessions in Martial Arts classes, Gym classes, indian martial arts, judo, jujutsu, karate, kickboxing, kung fu and many more. We train our students with the aid of the latest coaching techniques which helps the students in the best possible manner."
Olov International                  ,N/A,N/A,Connaught Palace,"St. Columba's School, Connaught Place, Delhi",Delhi,110001,India,,Football,"
	Royal Rangers is a well reputed and professional Football training academy providing students with a friendly sporting environment where students can achieve their maximum mental and physical abilities. We aim to offer the best service at an affordable cost. The sessions are conducted by the most professionally experienced instructors who train our students in every techniques and tactics that are needed to play Football effectively."
Fiesta Cricket Academy                  ,N/A,N/A,Chattarpur,"Vas Village, Chattarpur, Delhi",Delhi,110074,India,,Cricket,"
	Sports Fiesta India is one a leading sports management and training institutes based in India. We strive to deliver high quality training service to our students. We strive to create a professional environment and implement a fun, memorable experience. Our trainers follow the most passionate and individualized approach for each of our client."
Achievers Point                  ,N/A,N/A,Najafgarh,"356, Block B, Jai Vihar II, Najafgarh",Delhi,110043,India,,All Subjects,"
	Achievers Point as an institute that does more than just coaching. We provide one-on-one mentoring, academic workshops, mental maths workshops, skill based workshops on theater, personality and interpersonal skills. We believe that learning should be intuitive an not forced, students should enjoy what they are learning, and should look to become successful personalities than just robotic school pass-out/graduates."
Siri Fort Sports Complex                  ,N/A,N/A,Green Park,"Siri Fort Sports Complex, August Kranti Marg, Green Park, Delhi",Delhi,110049,India,,"Golf, Skating","
	Siri Fort Sports Complex offers Skating classes, Tennis coaching, Golf coaching and other Sports coaching Specifically developed for children. We are supported by a dedicated team of qualified instructors conducting and supervising all the activities. Our primary objective is to ensure the ultimate fitness training experience to each and individual."
Bal Kishan Karate Classes                  ,N/A,N/A,Ashok Nagar,"East End Apt., Ashok Nagar, Delhi",Delhi,110018,India,,Karate,"
	Bal Kishan Karate Classes offers Martial Arts and Karate classes for individuals of all age groups. We not only enhance the hidden talents of the students but also produce professional athletes through our intensive programs and hands on policy. We offer a range of classes from which the students can choose the programs of their choice."
Players Cricket Academy                  ,N/A,N/A,Rajouri Garden,"Shivaji College Grounds Raja Garden Raja Garden Crossing, Rajouri Garden, Delhi",Delhi,110017,India,,Cricket,"
	Players Cricket Academy stands as one of the top ranked Cricket training institutes based in Delhi. We are supported by a team of the best Cricket coaches who are committed to bring out the best on our students though continuous guidance and motivation. We ensure to provide a peaceful and friendly environment where the students can learn in the best manner and achieve their best."
Delhi Cricket League Academy                  ,N/A,N/A,Bhajanpura,"C-62/ B 2 Street No 1, Bhajanpura, Delhi",Delhi,110053,India,,Cricket,"
	Delhi Cricket League Academy is established as a well reputed Cricket training institute conducting Cricket training sessions for all level of learning. Apart from the normal training classes we also instill values like fair play, self-discipline, perseverance, respect, punctuality and others to all our students. Our excellent team of faculties are responsible and intensive guide individual students."
Eminent Chess Academy                  ,N/A,N/A,Saket,"J-55 Lgf, Saket Near Apeejay School, Saket, Delhi",Delhi,110017,India,,Chess,"
	Eminent Chess Academy offers the best chess training sessions for children within the age group of 4 to 14 years. Our coaches are professional and they cater to the requirements of each individual student. We train our students with the aid of the latest coaching techniques which helps the students in the best possible manner."
Career Education Academy                  ,N/A,N/A,Vishnu Garden,F 219 Vishnu Garden Main Mangal Bazar Road,Delhi,110018,India,,Commerce Subjects,"
	Career Education Academy is a privately run academy of premier rank. Our faculty is experienced, dedicated and result-driven. We are the institute for school students where they will get good facility and calm studying atmosphere with a very high level of teaching. We will identify the strength and weakness of each student individually for their studies."
Jet Lee Fight Club                  ,N/A,N/A,Yamuna Vihar,"Yamuna Vihar, Delhi",Delhi,110063,India,,"Karate, Martial Arts","

		Dedicated team of qualified instructors. 

		Intensive practice sessions. 

		Intensive coaching.

		Professional approach.
"
Jagannath Academy                  ,N/A,N/A,Pitampura,"D Block, Pitampura Near Bal Bharti School, Delhi",Delhi,110034,India,,"Cricket, Skating","

		Intensive sessions. 

		Qualified trainers. 

		Committed to quality training.

		High standard of training.
"
Vision United Sports Management                  ,N/A,N/A,Mayur Vihar,"Pocket 3 Near Church, Mayur Vihar, Delhi",Delhi,110096,India,,"Judo, Karate, Martial Arts","

		Experienced and trained instructors. 

		Intensive practice. 

		Flexible schedule.

		Safe training environment.
"
Pacific Sports Complex                  ,N/A,N/A,Greater Kailash I,"Pacific Sports Complex, Opp. Gk-1, B Block, Greater Kailash, Delhi",Delhi,110048,India,,"Gym, Martial Arts, Swimming","
	Pacific Sports Complex offers Martial Arts classes, Gym classes, Swimming classes and various other Sports coaching for students of all age groups. Our trainers are specialists at all aspects of health and fitness and always stays by the side of our students. We are committed to creating and maintaining an environment that welcomes everyone to improve gradually their fitness, health and wellness."
Versatile Dance                  ,N/A,N/A,Dwarka,"House No. Rz/9, Palam Vihar Near Mtnl Exchange, Dwarka, Delhi",Delhi,110075,India,,"Kung Fu, Martial Arts","
	Versatile Dance is a popular Dance training institute offering a wide range of courses in various Dance forms. We offer intensive training sessions that are conducted by our certified instructors. We offer a tailored programs and plan for each and individual student based on their requirements."
Delhi Chess Gurukul                  ,N/A,N/A,Rohini,"205, M M Mall, Second Floor, D C Chowk Market, Rohini, Sector-9, Delhi",Delhi,110085,India,,Chess,"
	Delhi Chess Gurukul is a well reputed Chess training academy based in Rohini, Delhi. Our institute was established by a group of seasoned and professional chess players who love to teach chess. We are assisted by a team of experienced trainers to cater the need of the learners. We have Beginners, intermediate and senior groups where students are accommodated according to their knowledge and proficiency."
West Delhi Cricket Academy                  ,N/A,N/A,Paschim Vihar,"St. Sophia School, A 2, Paschim Vihar, Delhi",Delhi,110063,India,,Cricket,"
	West Delhi Cricket Academy offers the best of Cricket coaching for children between the age group of 8 to 18 years. We guide our students for International and local tournaments. We have a team of the best Cricket coaches who are committed to bring out the best on our students though continuous guidance and motivation. We provide specialized solutions based on the needs of the students."
Crosstrain Fight Club                  ,N/A,N/A,Saket,"A- 1, Anupam Enclave, Phase- 2, Saket, Delhi",Delhi,110017,India,,Martial Arts,"
	Crosstrain Fight Club is a legit MMA training fight club based in North India. All our instructors are hand-picked from all over India to provide the best fight training in Delhi and North India. We follow a scientifically proven method of teaching and training. Our primary objective is to ensure the ultimate fitness training experience to each and individual."
Universal Tennis Academy                  ,N/A,N/A,Pitampura,"Abhinav Public School, C U Block Pitampura, Delhi",Delhi,110034,India,,Tennis,"
	Universal Tennis Academy has been offering intensive Tennis coaching sessions for the past several years. Over the years we have been training students who have won several National level Tennis Championship. Our classes are comprehensively designed in a manner where we training our students from the very basic level till the advanced levels in a gradual manner."
The Dojang Martial Art                  ,N/A,N/A,Sainik Farm,"C- 124, Raju Park, Eastern Avenue, Sainik Farms, Delhi",Delhi,110062,India,,Martial Arts,"
	The Dojang Martial Art provides students of all age groups with a wide range of Martial Art programs that are customized based on the unique requirements of the students. We as well as our trainers constantly strive to implement dynamic approaches to fitness to inspire every member to achieve their health and fitness goals and to realize their full potential."
Martial Arts Practice School                  ,N/A,N/A,Ramesh Nagar,"W Z 508/1, 2nd Floor Behind Gate No.1 Metro Station, Ramesh Nagar, Delhi",Delhi,110015,India,,Martial Arts,"
	Martial Arts Practice School is one of the most reputed Martial Art training institutes based in India. Our prime objective is to promote Martial Art all over India by producing Champion Players. Over that years we have produced students who represent Indian in highly reputed International level Championships held every year. We conduct classes for all age groups."
Dronacharya Cricket Foundation                  ,N/A,N/A,Vivek Vihar,"Arwachin Bharti Public School, Vivek Vihar, Delhi",Delhi,110092,India,,Cricket,"
	Dronacharya Cricket Foundation offers a Various training programs in Cricket specially designed for children up to 19 years. All our coaches who are professional, committed and focused on their tasks. We provide specialized solutions based on the needs of the students. We also guide our students for International and local tournaments."
Xtreme Tennis Academy                  ,N/A,N/A,Najafgarh,"Rao Man Singh Sr. Sec School, Najafgarh, New Delhi",Delhi,110043,India,,Tennis,"

		Training customized separately for individual players. 

		Yearly fitness training chart separately planned for individual players. 

		Coaches specially escort each player to tournaments.
"
Harry Cricket Academy                  ,N/A,N/A,Pitampura,"Gurunanak Public School, Police Line, Pushpanjali Enclave, Pitampura, Delhi",Delhi,110034,India,,Cricket,"
	Harry Cricket Academy imparts intensive coaching in Cricket for students between the age group of 7 to 19 years. Our coaches are professional and they cater to the requirements of each individual student. We coach our students in such a manner which ensures to help them get maximum national as well as international level exposure."
Black Belt World India                  ,N/A,N/A,Chattarpur,"C-32 B, Vasant Kunj, Delhi",Delhi,110070,India,,Karate,"
	Black Belt World India offers training classes in Martial Arts classes, Kickboxing, Mixed martial arts, Self defence and also Taekwondo. Our academy is equipped with all the facilities necessary for players to develop and excel in their performance. We train our students with the aid of the latest coaching techniques which helps the students in the best possible manner."
Mrv Cricket Coaching Center                  ,N/A,N/A,Dwarka,"M R V Vivekananda School, Sector - 13, Dwarka, Delhi",Delhi,110075,India,,Cricket,"
	MRV Cricket Coaching Center has been established as a premier Cricket training institute through our services and commitment towards quality. Our courses and training methodologies are so designed which ensures that the students get the modern aids and facilities. Our trainers are well experienced and employ a broad range of instructional techniques to retain student interest and maximize individual learning within a group environment."
Surender Khanna Cricket Academy                  ,N/A,N/A,Pitampura,"Dda Sports Complex, Netaji Subhash Place Netaji Subhash Place, Pitampura, Delhi",Delhi,110034,India,,Cricket,"
	Surender Khanna Cricket Academy stands as one of most reputed cricket institutes. We are committed towards offering quality training service at a minimal fee structure. We wish to stretch out our service to the maximum number of youths. Our program also help students to develop their personality, which will help them in their day to day life as well."
Nets Basketball Academy                  ,N/A,N/A,Dwarka,"I T L Public School, Dwarka, Delhi",Delhi,110075,India,,Basketball,"
	Nets Basketball Academy specializes in offering quality training in Basketball. We provide children with an opportunity to learn new sport skills in a safe, fun, non competitive environment. We try to provide our students with the maximum amount of knowledge that they require to get the best."
A I J School Of Tennis                  ,N/A,N/A,Rajendra Nagar,"Di Khan School, R-block, New Rajinder Nagar, Delhi",Delhi,110060,India,,Tennis,"

		Uniquely designed sessions.

		Intensive coaching. 

		Safe and fun competitive environment.
"
Extra Time Football Academy                  ,N/A,N/A,Vasant Kunj,"Vasant Vatika Vasant Kunj Opposite Dps, Vasant Kunj, Delhi",Delhi,110070,India,,Football,"
	Extra Time football academy provides young talents with a chance to improve their football skills and help them learn new techniques. Our main objective stays on helping you develop your skill both on and off the ball plus help you mentally as well to cope up with the pressure of playing at the best level. We try to provide our students with the maximum amount of knowledge that they require to get the best. We not only be concentrating only on football but also help our students mentally as well on to how to adapt to a particular situation in the game and in what direction do you have to think and take the decision."
Bnps Sports Academy                  ,N/A,N/A,Rama Vihar,"Bharat National Public School Ram Vihar, Near Karkardooma, Delhi",Delhi,110092,India,,Skating,"
	The BNPS Sports Academy was started with the aim to promote sports and to serve the neighbourhood area. We mainly offer intensive sports training courses for children within the age group of 6 to 18 years. We provide children with an opportunity to learn new sport skills in a safe, fun, non competitive environment. We serve as a one-stop training and support environment for identified sports."
Knock Out                  ,N/A,N/A,Janak Puri,"W Z 629 A, Shiv Nagar Ext. Jail Road, Janakpuri Near Tilak Nagar Metro, Delhi",Delhi,110058,India,,Martial Arts,"
	Knock Out offers specialized Martial art courses for all age groups, gender and level of experience. The training programs offered by us not only focuses effective combat techniques, but also focuses on health and fitness as well as personal development and achieve inner peace by overcoming insecurities."
Chamunda Tennis Academy                  ,N/A,N/A,Paschim Vihar,"St. Sophia School, A-2 Block Near Gd Goenka School, Paschim Vihar, Delhi",Delhi,110063,India,,Tennis,"
	Chamunda Tennis Academy stands as one of the most reputed institution based in Delhi. We provide wide exposure to our students to various national as well as international competitions. All our trainers are well experienced and committed to offer the best quality training service."
Eden Sports Academy                  ,N/A,N/A,Vasant Kunj,"Behind D-1, Vasant Kunj, Delhi",Delhi,110070,India,,Cricket,"
	Eden Sports Academy offer a wide range of sports programs with an innovative approach. The sports activities in which we offer coaching service are Cricket, Football, Tennis and many more. All our sessions are conducted by a team of professional and qualifies coaches."
R S Skating Academy                  ,N/A,N/A,Rohini,"Prestige Convent School, Pocket B5, Sector-8, Rohini, Delhi",Delhi,110085,India,,Skating,"
	R S Skating Academy conducts Skating classes for students of all age groups. All our trainers hold years of experience and dedicated towards imparting the best quality training experience for every student. We prefer providing one to one sessions where each student is guided by an individual coach."
Black Tigers                  ,N/A,N/A,Mayur Vihar,"Anang Trangadda, Dda Sports Ground, Phase-1 Near Samachar Apt, Mayur Vihar, Delhi",Delhi,110091,India,,Karate,"
	Black Tigers is offering Football Coaching sessions specially developed for children between the age group of 5 to 16 years. The classes are intensively designed keeping in mind the unique requirements of the students. We make sure that each and every student coming to our institute are positively benefited by our highly customized sessions. Our training sessions are held as one to one sessions or in small groups so that the individual requirements of the students can be properly met."
Sahney Skating Academy                  ,N/A,N/A,Patel Nagar,"S.d. Public School, East Patel Nagar Opp. Patel Nagar, Delhi",Delhi,110008,India,,Skating,"
	Sahney Skating Academy offers training in a wide range of skating courses such as skating, roller hockey, speed skating, figure skating, artistic skating, inline hockey, inline speed and many more. We offer customized sessions for children as well as adults. We also provide our students exposure to several skating competitions."
Shaolin Kungfu                  ,N/A,N/A,Greater Kailash I,"Pacific Sports Complex, Andrews Gunj Opposite Gk1 Near Central School, Greater Kailash I, New Delhi",Delhi,110024,India,,Kung Fu,"
	Shaolin Kungfu offers youngsters a chance to rise and meet challenges with confidence though our training programs. We provide roven authentic martial arts training through which we teach children self defense, self confidence and practical life skills they can use the rest of their lives. Our programs are specially designed in order to improve overall physical fitness. Along with this it also helps to increase attention span and it greatly increases a child’s ability to focus."
Turf Cricket Academy                  ,N/A,N/A,Pitampura,"Guru Gobind Singh College, Pitampura, Delhi",Delhi,110088,India,,Cricket,"
	Turf Cricket Academy offer intensive coaching in Cricket. The sessions are arranged in the most intensive matter. All our trainers are well trained professionals having several years of experience. Our state of the art facilities offered to the young sportsmen at the very grass root level not only helps in nurturing the aspirations of these budding talents but also helps them to imbibe the myriad benefits derived by participating in them. We make sure that our training service turn out to be fruitful for the students in the long run."
Kids Love 2 Code                  ,N/A,N/A,Safdar Jung Enclave,"Safdarjung Enclave, Delhi",Delhi,110029,India,,"Basic Computer, Animation, Web Designing, Web Development, C, C++, Java and J2EE","

		Compact coaching.

		Experienced tutors.

		Detailed course material.

		Calm and peaceful atmosphere for serious study.

		Spacious and well-furnished classrooms.
"
Sipvs                  ,N/A,N/A,Rohini,"A-305, Vijay Vihar, Phase-1, Rohini Sector 4-5 Dividing Road Near Indian Oil Petrol Pump, Delhi",Delhi,110085,India,https://www.myprivatetutor.com/userfiles/centers/center146044440811836.jpg,"Tally ERP 9, Computer for official job, Basic Computer, MS Office, Advanced Excel","
	Sriram Institute of Professional and Vocational Studies was started with the prime objective of providing basic and higher education to the society. Gradually over the past several years we have grown rapidly and have been able to establish a strong tradition of high quality, reliability and cost-effective education with the ultimate aim of student satisfaction. We work with the aim of producing globally competent qualified manpower in the field of education and other sectors. Our goal is to always to keep students focused on understanding. Our teaching approach is catered to the individual student."
Music N Dance Academy                  ,N/A,N/A,Pitampura,"83, Bannu Enclave Road No 42, Pitampura, Delhi",Delhi,110034,India,,"Guitar, Keyboard, Kathak","
	Music N Dance Academy is a highly reputed dance and music training institute. We are assisted by a team of highly trained and experienced professionals. We specialize in offering training in all forms of Dance and Music. Apart from this Aerobic and Yoga classes are also undertaken in the academy. We implement training strategies that are interesting, engaging and fun. We are a firm believer that every child has the power and will to learn, can benefit greatly from individualized instruction and can develop the skills to succeed and achieve academically."
Steps N Beats Dance Studio                  ,N/A,N/A,East Of Kailash,"House No 4 Sant Nagar, Shakti Mandir, East Of Kailash, Delhi",Delhi,110065,India,,"Bharat Natyam, Creative dance, Folk Dance, Kathak, Modern Bollywood Dance, Odissi, Salsa, Western Dance","
	Steps N Beats Dance Studio was established by a team of professional dancers working under various dance academies and have been the participants of various dance events and competitions. We conduct training sessions in various dance forms. The sessions are designed in the most fun and interactive manner appealing to the interests of the students. We encourage students be creative, to practice, to know mistakes will not bring forth negativity but opportunity for learning."
Vinayaka Institute Of Computer And Management                  ,N/A,N/A,Delhi Cantt,"D-187/ A, Harsh Vihar, Delhi Cantt, Delhi",Delhi,110032,India,,Basic Computer,"
	Vinayaka Institute of Computer and Management offers training service in a wide range of Computer courses. Students of any age group can undertake our courses. We offer our students with engaging, helpful work and support and constantly strive to improve their academic performance through a variety of effective assessments and activities. Our primary goal is to inspire our students to get interested, involved and passionate about the subjects we explore."
Mics                  ,N/A,N/A,Ramesh Nagar,"8/40 Ramesh Nagar, New Delhi Near 4 Block Gurudwara, Ramesh Nagar, Delhi",Delhi,110015,India,,Basic Computer,"
	MICS provides kids and senior students with the a wide range of professional computer course and help them to excel in studies and knowledge. Through our intensively designed classes students are not only able to do excellent result in their classes but also perform very well in several cyber olympiads. We provide our students with confidence, knowledge, motivation, fostering student development across a wide spectrum."
Csm Computer Education                  ,N/A,N/A,Laxmi Nagar,"L-18, Ground Floor, Laxmi Nagar, Delhi",Delhi,110092,India,,Basic Computer,"
	CSM Computer Education offers a wide range of computer courses for students for all age groups. We generally conduct small batches with a maximum of 10 students per batch. Along with this we also impart private tutoring session for students with special requirements. We can provide individual attention to the students and assist students with a sound plan that is effective in improving academic achievement by meeting with them on a regular basis to clarify learning difficulties and work on study skills."
Lotus Academy Of Education                  ,N/A,N/A,Shahdara,"H-19, M S Park, Lotus Road, Shahdara, Delhi",Delhi,110032,India,,Basic Computer,"
	The Lotus Academy of Education works with the objectives of democratizing Higher Education by taking it to the doorsteps of the learners. We provide access to high quality education to all those who seek it, irrespective of age, region or formal qualifications. All our academic programs professional and vocational oriented. We promote and develop distance education in India. The students are provided with the flexibility in choosing the combination of courses from a wide range of disciplines."
Nice Computer Education                  ,N/A,N/A,Patel Nagar,"T 565/ A-2, Baljeet Nagar, Patel Nagar, Delhi",Delhi,110008,India,,Basic Computer,"
	Nice Computer Education is a well reputed Computer Training institute offering Computer courses for students of all age groups. Our aim is to empower our students to reach farther than they thought they could. We provide them with the tools to do so by identifying their specific challenges and offering new ways of understanding. We are very passionate and dedicated towards every work we do."
Ritesh Khandelwal Tuitions                  ,N/A,N/A,Laxmi Nagar,"9/1, Lalita Park, Laxmi Nagar, Delhi",Delhi,110092,India,,Basic Computer,"
	Ritesh Khandelwal Tuitions is a premier institute offering courses in Computers, basic, basic programming, graphic design, internet, ms-office, multimedia, web designing and many more. Our main objectives are to provide learning support, instill confidence and encourage self-sufficiency in our students. Our trainers utilize numerous strategies to keep learners focused and on-task, a skill that they will need and should practice while in session."
Computer Classes                  ,N/A,N/A,Malviya Nagar,"80/27- A, Near Gurudwara, Malviya Nagar, Delhi",Delhi,110017,India,,Basic Computer,"
	Computer Classes offers computer courses for children as well as adults. We assess each student and figure out a customized plan to suit his or her needs. We prefer collaborative learning where the students are made to work in small groups. We approach our students in a friendly manner where the students can freely communicate with us on any any problem they face."
Agrim Institute Of Information Technology                  ,N/A,N/A,Dilshad Garden,"B-112, Ground Floor, Dilshad Colony Near New Creation Public School, Delhi",Delhi,110094,India,,Basic Computer,"
	Agrim Institute of Information Technology has gained popularity for its unique Computer training sessions for children. Our primary objective is to reach our service to the maximum number of students. We provide students with a learning experience which is fun and interactive keeping a lasting effect in the minds of the children and helping them in the long run. We approach our students in a friendly manner where the students can freely communicate with us on any any problem they face."
Kids Computer Classes                  ,N/A,N/A,Vasant Kunj,"Vasant Kunj, Delhi",Delhi,110070,India,,Basic Computer,"
	Kids Computer Classes specializes in offering Computer classes for all age groups. We try to design our classes in the most innovative manner and customized based on the unique requirements of the students. We try to teach each concept with practical examples so that the students are able to grasp any new concept quickly and easily without any ambiguity."
A I N T Computer Institute                  ,N/A,N/A,Nirman Vihar,"D A 18, 1st Floor, Shakarpur, Vikas Marg, Opposite Metro Piller No- 51, Delhi",Delhi,110092,India,,Basic Computer,"
	A I N T Computer Institute is a premier educational institute providing computer training programs mainly designed for children. We conduct classes as group sessions but on requirement individual coaching is also provided. At our institute, children are encouraged to be active in their learning. Our trainers are well experienced and incorporate various blended teaching styles that match the best techniques with the appropriate learning scenarios and students in an adaptive format."
Hic Education Center                  ,N/A,N/A,Karol Bagh,"8a/31, Wea, Telephone Exchange Near Pusa Road, Karol Bagh, Delhi",Delhi,110005,India,,Basic Computer,"
	HIC Education Center offers a wide range of training program in Computer courses which are customized for students of all age groups. We aim to create interest by keeping the lesson fresh and lively, and by actively involving the student. We believe in a student centered style of teaching, where you, the student, is actively involved in the learning process. We are versatile, innovative and open to new ideas. We see all our students as valuable and unique individual. The response and development of each students is our primary concern."
Bachchon Ka Ghar Computer Institute                  ,N/A,N/A,Darya Ganj,5028 Bachchon Ka Ghar Darya Ganj,Delhi,110002,India,,"Advanced Excel, Basic Computer, MS Office, Spoken English","
	Bachchon Ka Ghar Computer Institute welcomes students who are prepared to interface their experience and diverse backgrounds with our high-end educational programs. It is also kept in mind to keep our students satisfied in all respects while studying in our institute with faculty's ability to convert difficult issues into smaller ones or basic needs of the students in every segment."
Niest Computer Education                  ,N/A,N/A,Mayur Vihar,"A - 1187 - 88, G D Colony , Phase - I I I, Near Bank Of Baroda, Mayur Vihar, Delhi",Delhi,110096,India,,Basic Computer,"
	NIEST Computer Education was established with the aim to conduct state of the art IT Training primarily for poor and unemployed boys and girls for rural and urban areas. We are committed towards imparting quality computer education in the field of Information Technology. Through our quality service we have established ourselves as a premier educational institution. We are dedicated towards the cause of imparting quality education since its inception. We believe that no education is complete if it ignores the challenges and demands of time. The courses, methodology and the environment at NIEST ensures that the students get best of modern aids like fully equipped labs, Modern teaching aids, well qualified staff and considerate Management. The infrastructure consists of latest PC's, Video projection systems, imaging facilities, multi-media capable, printing facility, Internet ready and fully power backup facility."
Kamakshi Study Point                  ,N/A,N/A,Dilshad Garden,"B-1, S-5, 2nd Floor, Dilshad Colony, Delhi",Delhi,110095,India,,Basic Computer,"
	Kamakshi Study Point has been established as a well reputed training provider offering various courses in Computer. We conduct classes specially designed for children. We generally conduct group sessions but along with this we also offer private coaching service on special requirement. We as well as all our trainers enjoy learning and showing our students fun an interactive ways to not only memorize but to learn and enjoy the material."
